Item,Location,Min Quantity,Max Quantity,no of unit per box,threshould
101041002422,Jeddah,3.00 ,4.00 ,1,50
101041002422,Riyadh,6.00 ,7.00 ,1,50
101041002423,Jeddah,6.00 ,8.00 ,1,50
101041002424,Jeddah,6.00 ,8.00 ,1,50
101041002424,Riyadh,16.00 ,19.00 ,1,50
101041002425,Jeddah,6.00 ,8.00 ,1,50
101041002425,Riyadh,13.00 ,16.00 ,1,50
101041002426,Jeddah,5.00 ,7.00 ,1,50
101041002427,Jeddah,9.00 ,12.00 ,1,50
101041002427,Riyadh,27.00 ,34.00 ,1,50
101041002428,Jeddah,2.00 ,3.00 ,1,50
101041002429,Jeddah,9.00 ,11.00 ,1,50
101041002429,Riyadh,17.00 ,21.00 ,1,50
101041002518,Jeddah,616.00 ,777.00 ,1,50
101041002518,Riyadh,"2,164.00 ","2,607.00 ",1,50
101041002521,Jeddah,839.00 ,"1,065.00 ",1,50
101041002521,Riyadh,241.00 ,302.00 ,1,50
101041002522,Jeddah,8.00 ,11.00 ,1,50
101041002523,Jeddah,3.00 ,3.00 ,1,50
101041002524,Jeddah,6.00 ,7.00 ,1,50
101041002535,Jeddah,8.00 ,10.00 ,1,50
101041002535,Riyadh,22.00 ,28.00 ,1,50
101041002537,Jeddah,10.00 ,14.00 ,1,50
101041002537,Riyadh,1.00 ,1.00 ,1,50
101041002538,Jeddah,1.00 ,1.00 ,1,50
101041002545,Jeddah,4.00 ,5.00 ,1,50
101041002545,Riyadh,23.00 ,28.00 ,1,50
101041002546,Jeddah,32.00 ,42.00 ,1,50
101041002546,Riyadh,17.00 ,21.00 ,1,50
101041002547,Jeddah,16.00 ,22.00 ,1,50
101041002547,Riyadh,16.00 ,20.00 ,1,50
101041002548,Jeddah,211.00 ,289.00 ,1,50
101041002548,Riyadh,579.00 ,719.00 ,1,50
101041002550,Jeddah,3.00 ,4.00 ,1,50
101041002550,Riyadh,3.00 ,4.00 ,1,50
101041002551,Jeddah,5.00 ,6.00 ,1,50
101041002551,Riyadh,4.00 ,5.00 ,1,50
101041002552,Jeddah,8.00 ,10.00 ,1,50
101041002552,Riyadh,5.00 ,6.00 ,1,50
101041002553,Jeddah,7.00 ,9.00 ,1,50
101041002553,Riyadh,9.00 ,11.00 ,1,50
101041002554,Jeddah,4.00 ,5.00 ,1,50
101041002554,Riyadh,5.00 ,6.00 ,1,50
101041002555,Jeddah,1.00 ,1.00 ,1,50
101041002555,Riyadh,3.00 ,4.00 ,1,50
101041002556,Jeddah,7.00 ,9.00 ,1,50
101041002556,Riyadh,6.00 ,7.00 ,1,50
101041002557,Jeddah,1.00 ,1.00 ,1,50
101041002558,Jeddah,3.00 ,4.00 ,1,50
101041002558,Riyadh,2.00 ,3.00 ,1,50
101041003169,Jeddah,64.00 ,89.00 ,1,50
101041003169,Riyadh,306.00 ,384.00 ,1,50
101041003435,Jeddah,19.00 ,27.00 ,1,50
101041003435,Riyadh,20.00 ,24.00 ,1,50
101041003437,Jeddah,166.00 ,209.00 ,1,50
101041003437,Riyadh,9.00 ,11.00 ,1,50
101041003438,Jeddah,110.00 ,138.00 ,1,50
101041003438,Riyadh,111.00 ,140.00 ,1,50
101041003439,Jeddah,1.00 ,2.00 ,1,50
101041003439,Riyadh,2.00 ,3.00 ,1,50
101041003458,Jeddah,1.00 ,1.00 ,1,50
101041003459,Jeddah,14.00 ,20.00 ,1,50
101041003459,Riyadh,96.00 ,119.00 ,1,50
101041003460,Jeddah,36.00 ,48.00 ,1,50
101041003460,Riyadh,26.00 ,34.00 ,1,50
101041003467,Jeddah,91.00 ,123.00 ,1,50
101041003467,Riyadh,204.00 ,253.00 ,1,50
101041003535,Jeddah,168.00 ,214.00 ,1,50
101041003535,Riyadh,61.00 ,73.00 ,1,50
101041003819,Jeddah,17.00 ,23.00 ,1,50
101041003819,Riyadh,39.00 ,48.00 ,1,50
101041003857,Jeddah,9.00 ,14.00 ,1,50
101041003857,Riyadh,450.00 ,545.00 ,1,50
101041003858,Jeddah,5.00 ,8.00 ,1,50
101041003858,Riyadh,31.00 ,40.00 ,1,50
101041003859,Jeddah,4.00 ,6.00 ,1,50
101041003859,Riyadh,161.00 ,193.00 ,1,50
101041003892,Jeddah,1.00 ,1.00 ,1,50
101041003899,Jeddah,27.00 ,36.00 ,1,50
101041003899,Riyadh,65.00 ,88.00 ,1,50
101041003900,Jeddah,20.00 ,27.00 ,1,50
101041003900,Riyadh,117.00 ,148.00 ,1,50
101041003903,Jeddah,58.00 ,78.00 ,1,50
101041003903,Riyadh,204.00 ,261.00 ,1,50
101041003906,Jeddah,491.00 ,644.00 ,1,50
101041003906,Riyadh,"1,265.00 ","1,492.00 ",1,50
101041004109,Jeddah,6.00 ,8.00 ,1,50
101041004109,Riyadh,4.00 ,5.00 ,1,50
101041004110,Jeddah,4.00 ,5.00 ,1,50
101041004110,Riyadh,3.00 ,4.00 ,1,50
101041004112,Jeddah,95.00 ,118.00 ,1,50
101041004112,Riyadh,128.00 ,169.00 ,1,50
101041004113,Jeddah,184.00 ,236.00 ,1,50
101041004113,Riyadh,152.00 ,187.00 ,1,50
101041004114,Jeddah,112.00 ,148.00 ,1,50
101041004114,Riyadh,149.00 ,187.00 ,1,50
101041004115,Jeddah,401.00 ,513.00 ,1,50
101041004115,Riyadh,717.00 ,903.00 ,1,50
101041004204,Jeddah,4.00 ,6.00 ,1,50
101041004204,Riyadh,44.00 ,56.00 ,1,50
101041004219,Jeddah,10.00 ,15.00 ,1,50
101041004219,Riyadh,55.00 ,70.00 ,1,50
101041004220,Jeddah,16.00 ,22.00 ,1,50
101041004220,Riyadh,1.00 ,1.00 ,1,50
101041004221,Jeddah,11.00 ,14.00 ,1,50
101041004221,Riyadh,15.00 ,18.00 ,1,50
101041004227,Riyadh,1.00 ,1.00 ,1,50
101041004254,Jeddah,"1,203.00 ","1,504.00 ",1,50
101041004254,Riyadh,"1,585.00 ","1,942.00 ",1,50
101041004257,Jeddah,635.00 ,891.00 ,1,50
101041004257,Riyadh,706.00 ,"1,032.00 ",1,50
101041004263,Jeddah,7.00 ,9.00 ,1,50
101041004263,Riyadh,13.00 ,16.00 ,1,50
101041004270,Jeddah,133.00 ,171.00 ,1,50
101041004270,Riyadh,333.00 ,422.00 ,1,50
101041004271,Jeddah,68.00 ,105.00 ,1,50
101041004271,Riyadh,8.00 ,10.00 ,1,50
101041004272,Jeddah,8.00 ,10.00 ,1,50
101041004272,Riyadh,3.00 ,4.00 ,1,50
101041004279,Jeddah,111.00 ,156.00 ,1,50
101041004279,Riyadh,10.00 ,12.00 ,1,50
101041004565,Jeddah,3.00 ,3.00 ,1,50
101041004565,Riyadh,81.00 ,100.00 ,1,50
101041004665,Jeddah,18.00 ,23.00 ,1,50
101041004665,Riyadh,20.00 ,24.00 ,1,50
101041004666,Jeddah,58.00 ,75.00 ,1,50
101041004666,Riyadh,49.00 ,59.00 ,1,50
101041004667,Jeddah,6.00 ,7.00 ,1,50
101041004667,Riyadh,17.00 ,21.00 ,1,50
101041004668,Jeddah,5.00 ,6.00 ,1,50
101041004668,Riyadh,6.00 ,7.00 ,1,50
101041004678,Jeddah,70.00 ,105.00 ,1,50
101041004678,Riyadh,382.00 ,506.00 ,1,50
101041004694,Jeddah,28.00 ,39.00 ,1,50
101041004694,Riyadh,12.00 ,15.00 ,1,50
101041004695,Jeddah,36.00 ,51.00 ,1,50
101041004695,Riyadh,122.00 ,150.00 ,1,50
101041004696,Jeddah,94.00 ,127.00 ,1,50
101041004696,Riyadh,64.00 ,79.00 ,1,50
101041004697,Jeddah,147.00 ,211.00 ,1,50
101041004697,Riyadh,283.00 ,380.00 ,1,50
101041004698,Jeddah,10.00 ,13.00 ,1,50
101041004698,Riyadh,42.00 ,52.00 ,1,50
101041004699,Jeddah,14.00 ,19.00 ,1,50
101041004699,Riyadh,32.00 ,40.00 ,1,50
101041004700,Jeddah,45.00 ,61.00 ,1,50
101041004700,Riyadh,26.00 ,31.00 ,1,50
101041004701,Jeddah,40.00 ,53.00 ,1,50
101041004701,Riyadh,67.00 ,83.00 ,1,50
101041004702,Jeddah,12.00 ,16.00 ,1,50
101041004702,Riyadh,41.00 ,50.00 ,1,50
101041004703,Jeddah,3.00 ,4.00 ,1,50
101041004703,Riyadh,2.00 ,3.00 ,1,50
101041004704,Jeddah,13.00 ,18.00 ,1,50
101041004704,Riyadh,12.00 ,15.00 ,1,50
101041004705,Jeddah,10.00 ,13.00 ,1,50
101041004705,Riyadh,39.00 ,48.00 ,1,50
101041004706,Jeddah,12.00 ,16.00 ,1,50
101041004706,Riyadh,39.00 ,48.00 ,1,50
101041004707,Jeddah,9.00 ,12.00 ,1,50
101041004707,Riyadh,34.00 ,42.00 ,1,50
101041004708,Jeddah,13.00 ,16.00 ,1,50
101041004708,Riyadh,18.00 ,22.00 ,1,50
101041004709,Jeddah,4.00 ,5.00 ,1,50
101041004710,Jeddah,14.00 ,18.00 ,1,50
101041004710,Riyadh,12.00 ,15.00 ,1,50
101041004711,Jeddah,10.00 ,12.00 ,1,50
101041004711,Riyadh,36.00 ,44.00 ,1,50
101041004712,Jeddah,43.00 ,57.00 ,1,50
101041004712,Riyadh,45.00 ,54.00 ,1,50
101041004713,Jeddah,13.00 ,17.00 ,1,50
101041004713,Riyadh,41.00 ,51.00 ,1,50
101041004714,Jeddah,15.00 ,20.00 ,1,50
101041004714,Riyadh,12.00 ,14.00 ,1,50
101041004715,Jeddah,2.00 ,3.00 ,1,50
101041004715,Riyadh,13.00 ,16.00 ,1,50
101041004716,Jeddah,4.00 ,6.00 ,1,50
101041004716,Riyadh,12.00 ,15.00 ,1,50
101041004900,Jeddah,16.00 ,20.00 ,1,50
101041004902,Jeddah,1.00 ,1.00 ,1,50
101041004903,Jeddah,1.00 ,1.00 ,1,50
101041005000,Riyadh,16.00 ,20.00 ,1,50
101041005001,Jeddah,4.00 ,5.00 ,1,50
101041005001,Riyadh,3.00 ,3.00 ,1,50
101041005002,Jeddah,1.00 ,1.00 ,1,50
101041005002,Riyadh,41.00 ,52.00 ,1,50
101041005007,Riyadh,1.00 ,1.00 ,1,50
101041005230,Jeddah,1.00 ,1.00 ,1,50
101041005232,Jeddah,1.00 ,1.00 ,1,50
101041005273,Jeddah,18.00 ,26.00 ,1,50
101041005273,Riyadh,159.00 ,201.00 ,1,50
101041005276,Jeddah,3.00 ,4.00 ,1,50
101041005276,Riyadh,1.00 ,1.00 ,1,50
101041005277,Jeddah,1.00 ,2.00 ,1,50
101041005277,Riyadh,11.00 ,13.00 ,1,50
101041005291,Jeddah,3.00 ,4.00 ,1,50
101041005291,Riyadh,23.00 ,29.00 ,1,50
101041005310,Jeddah,2.00 ,2.00 ,1,50
101041005310,Riyadh,8.00 ,10.00 ,1,50
101041005311,Jeddah,3.00 ,4.00 ,1,50
101041005312,Jeddah,1.00 ,2.00 ,1,50
101041005313,Jeddah,236.00 ,337.00 ,1,50
101041005313,Riyadh,627.00 ,831.00 ,1,50
101041005315,Jeddah,3.00 ,4.00 ,1,50
101041005316,Riyadh,2.00 ,3.00 ,1,50
101041005317,Jeddah,4.00 ,6.00 ,1,50
101041005317,Riyadh,2.00 ,3.00 ,1,50
101041005839,Jeddah,6.00 ,7.00 ,1,50
101041005839,Riyadh,95.00 ,117.00 ,1,50
101041005840,Jeddah,2.00 ,3.00 ,1,50
101041005841,Jeddah,1.00 ,1.00 ,1,50
101041005842,Jeddah,1.00 ,1.00 ,1,50
101041005842,Riyadh,23.00 ,29.00 ,1,50
101041005871,Jeddah,71.00 ,106.00 ,1,50
101041005871,Riyadh,607.00 ,749.00 ,1,50
101041005878,Jeddah,75.00 ,98.00 ,1,50
101041005878,Riyadh,"1,115.00 ","1,433.00 ",1,50
101041005882,Jeddah,164.00 ,230.00 ,1,50
101041005882,Riyadh,151.00 ,183.00 ,1,50
101041005911,Jeddah,14.00 ,19.00 ,1,50
101041005911,Riyadh,708.00 ,923.00 ,1,50
101041006036,Jeddah,111.00 ,155.00 ,1,50
101041006036,Riyadh,94.00 ,117.00 ,1,50
101041006037,Jeddah,915.00 ,"1,300.00 ",1,50
101041006037,Riyadh,70.00 ,87.00 ,1,50
101041006067,Jeddah,14.00 ,17.00 ,1,50
101041006072,Jeddah,1.00 ,2.00 ,1,50
101041006122,Jeddah,45.00 ,58.00 ,1,50
101041006122,Riyadh,26.00 ,31.00 ,1,50
101041006308,Jeddah,29.00 ,37.00 ,1,50
101041006308,Riyadh,29.00 ,35.00 ,1,50
101041006364,Jeddah,5.00 ,7.00 ,1,50
101041006364,Riyadh,2.00 ,2.00 ,1,50
101041006450,Jeddah,14.00 ,18.00 ,1,50
101041006450,Riyadh,10.00 ,11.00 ,1,50
101041006451,Jeddah,19.00 ,24.00 ,1,50
101041006591,Jeddah,13.00 ,16.00 ,1,50
101041006591,Riyadh,18.00 ,23.00 ,1,50
101041006592,Jeddah,2.00 ,4.00 ,1,50
101041006597,Jeddah,22.00 ,28.00 ,1,50
101041006598,Jeddah,1.00 ,1.00 ,1,50
101041006624,Jeddah,1.00 ,2.00 ,1,50
101041006743,Jeddah,1.00 ,1.00 ,1,50
101041006765,Jeddah,2.00 ,3.00 ,1,50
101041006766,Jeddah,364.00 ,480.00 ,1,50
101041006766,Riyadh,433.00 ,511.00 ,1,50
101041006864,Jeddah,499.00 ,608.00 ,1,50
101041006864,Riyadh,3.00 ,4.00 ,1,50
101041006865,Jeddah,585.00 ,732.00 ,1,50
101041006865,Riyadh,35.00 ,42.00 ,1,50
101041006866,Jeddah,563.00 ,808.00 ,1,50
101041006866,Riyadh,138.00 ,166.00 ,1,50
101041006867,Jeddah,318.00 ,453.00 ,1,50
101041006867,Riyadh,131.00 ,160.00 ,1,50
101041006868,Jeddah,1.00 ,1.00 ,1,50
101041006868,Riyadh,167.00 ,202.00 ,1,50
101041006869,Jeddah,1.00 ,1.00 ,1,50
101041006869,Riyadh,151.00 ,188.00 ,1,50
101041006870,Jeddah,1.00 ,1.00 ,1,50
101041006870,Riyadh,4.00 ,5.00 ,1,50
101041006883,Jeddah,2.00 ,3.00 ,1,50
101041006884,Jeddah,2.00 ,3.00 ,1,50
101041006885,Jeddah,31.00 ,41.00 ,1,50
101041006885,Riyadh,1.00 ,1.00 ,1,50
101041006886,Jeddah,5.00 ,7.00 ,1,50
101041006886,Riyadh,1.00 ,1.00 ,1,50
101041007337,Riyadh,3.00 ,4.00 ,1,50
101041007338,Jeddah,1.00 ,1.00 ,1,50
101041007338,Riyadh,2.00 ,3.00 ,1,50
101041007339,Jeddah,1.00 ,1.00 ,1,50
101041007339,Riyadh,3.00 ,4.00 ,1,50
101041007340,Riyadh,3.00 ,4.00 ,1,50
101041007341,Jeddah,1.00 ,1.00 ,1,50
101041007341,Riyadh,1.00 ,1.00 ,1,50
101041007343,Jeddah,1.00 ,1.00 ,1,50
101041007343,Riyadh,1.00 ,2.00 ,1,50
101041007344,Jeddah,8.00 ,12.00 ,1,50
101041007344,Riyadh,83.00 ,105.00 ,1,50
101041007345,Jeddah,7.00 ,11.00 ,1,50
101041007345,Riyadh,31.00 ,39.00 ,1,50
101041008044,Jeddah,99.00 ,133.00 ,1,50
101041008044,Riyadh,209.00 ,251.00 ,1,50
101041008045,Jeddah,67.00 ,83.00 ,1,50
101041008045,Riyadh,203.00 ,244.00 ,1,50
101041008053,Jeddah,3.00 ,4.00 ,1,50
101041008053,Riyadh,3.00 ,3.00 ,1,50
101041008054,Jeddah,1.00 ,1.00 ,1,50
101041008054,Riyadh,2.00 ,2.00 ,1,50
101041008055,Riyadh,3.00 ,4.00 ,1,50
101041008056,Riyadh,23.00 ,29.00 ,1,50
101041008057,Jeddah,16.00 ,21.00 ,1,50
101041008057,Riyadh,8.00 ,9.00 ,1,50
101041008058,Jeddah,25.00 ,33.00 ,1,50
101041008058,Riyadh,18.00 ,21.00 ,1,50
101041008059,Jeddah,4.00 ,5.00 ,1,50
101041008059,Riyadh,9.00 ,12.00 ,1,50
101041008060,Jeddah,1.00 ,1.00 ,1,50
101041008060,Riyadh,9.00 ,12.00 ,1,50
101041008066,Jeddah,1.00 ,1.00 ,1,50
101041008067,Jeddah,1.00 ,1.00 ,1,50
101041008068,Jeddah,3.00 ,4.00 ,1,50
102011000002,Jeddah,"3,833.00 ","4,671.00 ",1,50
102011000002,Riyadh,351.00 ,422.00 ,1,50
102011000003,Jeddah,77.00 ,101.00 ,1,50
102011000003,Riyadh,3.00 ,4.00 ,1,50
102011001183,Jeddah,42.00 ,65.00 ,1,50
102011001183,Riyadh,8.00 ,9.00 ,1,50
102011001184,Jeddah,1.00 ,1.00 ,1,50
102011001184,Riyadh,1.00 ,1.00 ,1,50
102011001185,Jeddah,1.00 ,1.00 ,1,50
102011001186,Jeddah,1.00 ,1.00 ,1,50
102011002152,Jeddah,1.00 ,1.00 ,1,50
102011002153,Jeddah,4.00 ,5.00 ,1,50
102011002153,Riyadh,3.00 ,3.00 ,1,50
102011002154,Jeddah,10.00 ,14.00 ,1,50
102011002154,Riyadh,4.00 ,5.00 ,1,50
102011002155,Jeddah,192.00 ,258.00 ,1,50
102011002155,Riyadh,630.00 ,760.00 ,1,50
102011002156,Jeddah,103.00 ,163.00 ,1,50
102011002156,Riyadh,552.00 ,667.00 ,1,50
102011002157,Jeddah,15.00 ,19.00 ,1,50
102011002157,Riyadh,4.00 ,5.00 ,1,50
102011002189,Jeddah,14.00 ,18.00 ,1,50
102011002190,Jeddah,1.00 ,1.00 ,1,50
102011002191,Jeddah,3.00 ,4.00 ,1,50
102011002191,Riyadh,1.00 ,1.00 ,1,50
102011002192,Jeddah,1.00 ,1.00 ,1,50
102011002193,Jeddah,14.00 ,18.00 ,1,50
102011002194,Jeddah,1.00 ,1.00 ,1,50
102011002195,Jeddah,1.00 ,1.00 ,1,50
102011002196,Jeddah,1.00 ,1.00 ,1,50
102011002208,Jeddah,2.00 ,2.00 ,1,50
102011002209,Jeddah,1.00 ,1.00 ,1,50
102011002210,Jeddah,1.00 ,1.00 ,1,50
102011008026,Jeddah,"1,536.00 ","1,872.00 ",1,50
102011008026,Riyadh,180.00 ,227.00 ,1,50
102011008027,Jeddah,3.00 ,4.00 ,1,50
102011008027,Riyadh,1.00 ,1.00 ,1,50
102011008028,Jeddah,154.00 ,188.00 ,1,50
102011008028,Riyadh,13.00 ,16.00 ,1,50
102011008029,Jeddah,1.00 ,1.00 ,1,50
102011008030,Jeddah,2.00 ,2.00 ,1,50
102011008031,Jeddah,4.00 ,5.00 ,1,50
102011008031,Riyadh,1.00 ,1.00 ,1,50
102011008032,Jeddah,2.00 ,3.00 ,1,50
102011008032,Riyadh,1.00 ,1.00 ,1,50
102011008033,Jeddah,19.00 ,24.00 ,1,50
102011008033,Riyadh,7.00 ,9.00 ,1,50
102011008034,Jeddah,12.00 ,14.00 ,1,50
102011008034,Riyadh,11.00 ,14.00 ,1,50
102011008035,Jeddah,3.00 ,4.00 ,1,50
102011008035,Riyadh,2.00 ,2.00 ,1,50
102011008036,Jeddah,2.00 ,3.00 ,1,50
102011008036,Riyadh,1.00 ,1.00 ,1,50
102011008037,Jeddah,29.00 ,37.00 ,1,50
102011008037,Riyadh,3.00 ,4.00 ,1,50
102021005272,Jeddah,4.00 ,5.00 ,1,50
102021005272,Riyadh,5.00 ,7.00 ,1,50
102021005286,Jeddah,3.00 ,3.00 ,1,50
102021005300,Jeddah,500.00 ,525.00 ,1,50
102021005300,Riyadh,510.00 ,523.00 ,1,50
102021005301,Jeddah,240.00 ,250.00 ,1,50
102021005301,Riyadh,250.00 ,270.00 ,1,50
102021005302,Jeddah,6.00 ,8.00 ,1,50
102021005302,Riyadh,27.00 ,33.00 ,1,50
102021005669,Jeddah,4.00 ,5.00 ,6,50
102021005669,Riyadh,1.00 ,1.00 ,6,50
102021005670,Jeddah,4.00 ,5.00 ,6,50
102021005671,Jeddah,2.00 ,3.00 ,6,50
102021005672,Jeddah,1.00 ,2.00 ,6,50
102021005673,Jeddah,2.00 ,3.00 ,6,50
102021005674,Jeddah,4.00 ,5.00 ,6,50
102021005675,Jeddah,4.00 ,5.00 ,6,50
102021005675,Riyadh,1.00 ,1.00 ,6,50
102021005676,Jeddah,4.00 ,5.00 ,6,50
102021005677,Jeddah,4.00 ,5.00 ,6,50
102021005678,Jeddah,4.00 ,5.00 ,6,50
102021005679,Jeddah,4.00 ,5.00 ,6,50
102021005680,Jeddah,3.00 ,3.00 ,6,50
102021005681,Jeddah,3.00 ,3.00 ,6,50
102021005682,Jeddah,3.00 ,3.00 ,6,50
102021005683,Jeddah,3.00 ,3.00 ,6,50
102021005684,Jeddah,3.00 ,3.00 ,6,50
102021005685,Jeddah,4.00 ,4.00 ,6,50
102021005686,Jeddah,3.00 ,3.00 ,6,50
102021005687,Jeddah,3.00 ,3.00 ,6,50
102021005688,Jeddah,3.00 ,3.00 ,6,50
102021005689,Jeddah,3.00 ,3.00 ,6,50
102021005690,Jeddah,3.00 ,3.00 ,6,50
102021005690,Riyadh,1.00 ,2.00 ,6,50
102021005691,Jeddah,2.00 ,3.00 ,6,50
102021005692,Jeddah,1.00 ,2.00 ,6,50
102021005693,Jeddah,3.00 ,4.00 ,6,50
102021005694,Jeddah,3.00 ,4.00 ,6,50
102021005695,Jeddah,3.00 ,4.00 ,6,50
102021005695,Riyadh,1.00 ,1.00 ,6,50
102021005696,Jeddah,2.00 ,3.00 ,6,50
102021005697,Jeddah,2.00 ,3.00 ,6,50
102021005698,Jeddah,2.00 ,3.00 ,6,50
102021005699,Jeddah,2.00 ,3.00 ,6,50
102021005699,Riyadh,1.00 ,2.00 ,6,50
102021005700,Jeddah,3.00 ,3.00 ,6,50
102021005701,Jeddah,2.00 ,3.00 ,6,50
102021005701,Riyadh,1.00 ,2.00 ,6,50
102021005702,Jeddah,3.00 ,3.00 ,6,50
102021005702,Riyadh,1.00 ,2.00 ,6,50
102021005703,Jeddah,3.00 ,3.00 ,6,50
102021005704,Jeddah,3.00 ,3.00 ,6,50
102021005705,Jeddah,1.00 ,1.00 ,6,50
102021005705,Riyadh,1.00 ,2.00 ,6,50
102021005706,Jeddah,3.00 ,3.00 ,6,50
102021005707,Jeddah,3.00 ,3.00 ,6,50
102021005707,Riyadh,1.00 ,1.00 ,6,50
102021005708,Jeddah,2.00 ,3.00 ,6,50
102021005709,Jeddah,1.00 ,1.00 ,6,50
102021005710,Jeddah,2.00 ,3.00 ,6,50
102021005711,Jeddah,2.00 ,3.00 ,6,50
102021005712,Jeddah,2.00 ,3.00 ,6,50
102021005713,Jeddah,2.00 ,3.00 ,6,50
102021005714,Jeddah,2.00 ,3.00 ,6,50
102021005715,Jeddah,2.00 ,3.00 ,6,50
102021005716,Jeddah,2.00 ,3.00 ,6,50
102021005717,Jeddah,2.00 ,3.00 ,6,50
102021005718,Jeddah,2.00 ,3.00 ,6,50
102021005719,Jeddah,1.00 ,1.00 ,6,50
102021005720,Jeddah,2.00 ,3.00 ,6,50
102021005721,Jeddah,2.00 ,3.00 ,6,50
102021005722,Jeddah,3.00 ,4.00 ,6,50
102021005723,Jeddah,2.00 ,3.00 ,6,50
102021005723,Riyadh,1.00 ,1.00 ,6,50
102021005724,Jeddah,1.00 ,1.00 ,6,50
102021005724,Riyadh,1.00 ,1.00 ,6,50
102021005725,Jeddah,2.00 ,2.00 ,6,50
102021005726,Jeddah,4.00 ,5.00 ,6,50
102021005727,Jeddah,4.00 ,5.00 ,6,50
102021005728,Jeddah,4.00 ,5.00 ,6,50
102021005728,Riyadh,1.00 ,2.00 ,6,50
102021005729,Jeddah,4.00 ,5.00 ,6,50
102021005729,Riyadh,1.00 ,1.00 ,6,50
102021005730,Jeddah,2.00 ,2.00 ,6,50
102021005731,Jeddah,2.00 ,2.00 ,6,50
102021005731,Riyadh,1.00 ,1.00 ,6,50
102021005732,Jeddah,2.00 ,2.00 ,6,50
102021005733,Jeddah,2.00 ,2.00 ,6,50
102021005734,Jeddah,3.00 ,4.00 ,6,50
102021005735,Jeddah,3.00 ,4.00 ,6,50
102021005736,Jeddah,3.00 ,4.00 ,6,50
102021005737,Jeddah,3.00 ,3.00 ,6,50
102021005737,Riyadh,1.00 ,1.00 ,6,50
102021005738,Jeddah,3.00 ,3.00 ,6,50
102021005739,Jeddah,3.00 ,3.00 ,6,50
102021005740,Jeddah,2.00 ,3.00 ,6,50
102021005741,Jeddah,2.00 ,3.00 ,6,50
102021005741,Riyadh,1.00 ,1.00 ,6,50
102021005742,Jeddah,2.00 ,3.00 ,6,50
102021005743,Jeddah,2.00 ,3.00 ,6,50
102021005744,Jeddah,2.00 ,3.00 ,6,50
102021005744,Riyadh,1.00 ,1.00 ,6,50
102021005745,Jeddah,1.00 ,1.00 ,6,50
102021005746,Jeddah,1.00 ,1.00 ,6,50
102021005746,Riyadh,1.00 ,1.00 ,6,50
102021005747,Jeddah,1.00 ,1.00 ,6,50
102021005747,Riyadh,1.00 ,2.00 ,6,50
102021005748,Jeddah,2.00 ,3.00 ,6,50
102021005748,Riyadh,1.00 ,1.00 ,6,50
102021005749,Jeddah,3.00 ,4.00 ,6,50
102021005749,Riyadh,1.00 ,1.00 ,6,50
102021005750,Jeddah,2.00 ,2.00 ,6,50
102021005751,Jeddah,3.00 ,4.00 ,6,50
102021005752,Jeddah,2.00 ,3.00 ,6,50
102021005752,Riyadh,2.00 ,2.00 ,6,50
102021005753,Jeddah,2.00 ,3.00 ,6,50
102021005754,Jeddah,2.00 ,2.00 ,6,50
102021005755,Jeddah,4.00 ,5.00 ,6,50
102021005755,Riyadh,3.00 ,3.00 ,6,50
102021005756,Jeddah,4.00 ,5.00 ,6,50
102021005757,Jeddah,3.00 ,3.00 ,6,50
102021005758,Jeddah,3.00 ,4.00 ,6,50
102021005758,Riyadh,5.00 ,6.00 ,6,50
102021005759,Jeddah,3.00 ,4.00 ,6,50
102021005759,Riyadh,5.00 ,6.00 ,6,50
102021005760,Jeddah,3.00 ,4.00 ,6,50
102021005761,Jeddah,3.00 ,4.00 ,6,50
102021005762,Jeddah,3.00 ,4.00 ,6,50
102021005763,Jeddah,4.00 ,5.00 ,6,50
102021005764,Jeddah,3.00 ,4.00 ,6,50
102021005765,Jeddah,3.00 ,4.00 ,6,50
102021005766,Jeddah,1.00 ,1.00 ,12,50
102021005766,Riyadh,3.00 ,4.00 ,12,50
102021005767,Jeddah,20.00 ,25.00 ,12,50
102021005767,Riyadh,2.00 ,5.00 ,12,50
102021007348,Jeddah,2.00 ,3.00 ,1,50
102031004141,Jeddah,1.00 ,1.00 ,1,50
102031004142,Jeddah,7.00 ,10.00 ,1,50
102031004143,Jeddah,10.00 ,13.00 ,1,50
102031004143,Riyadh,6.00 ,8.00 ,1,50
102031004144,Jeddah,3.00 ,3.00 ,1,50
102031004144,Riyadh,6.00 ,8.00 ,1,50
102031004145,Jeddah,2.00 ,2.00 ,1,50
102031004145,Riyadh,4.00 ,5.00 ,1,50
102031004146,Jeddah,1.00 ,1.00 ,1,50
102031004146,Riyadh,2.00 ,2.00 ,1,50
102031004147,Jeddah,1.00 ,1.00 ,1,50
102031004147,Riyadh,1.00 ,1.00 ,1,50
102031004663,Jeddah,72.00 ,92.00 ,1,50
102031004663,Riyadh,58.00 ,77.00 ,1,50
102031004664,Jeddah,9.00 ,14.00 ,1,50
102031004664,Riyadh,87.00 ,110.00 ,1,50
102031007012,Jeddah,1.00 ,1.00 ,1,50
102031007040,Jeddah,14.00 ,17.00 ,1,50
102031007040,Riyadh,2.00 ,2.00 ,1,50
102031007058,Jeddah,1.00 ,1.00 ,1,50
102031007059,Jeddah,2.00 ,2.00 ,1,50
102031007102,Jeddah,1.00 ,2.00 ,1,50
102031007103,Jeddah,1.00 ,1.00 ,1,50
